-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,1,2,3,4,5,6,7,8,9,10,Encapsulin MGYP,Pfam -10,Pfam -9,Pfam -8,Pfam -7,Pfam -6,Pfam -5,Pfam -4,Pfam -3,Pfam -2,Pfam -1,Pfam 1,Pfam 2,Pfam 3,Pfam 4,Pfam 5,Pfam 6,Pfam 7,Pfam 8,Pfam 9,Pfam 10
MGYP001294870815,MGYP001207341380,MGYP001313803862,MGYP000147089018,MGYP001412936354,MGYP001502557939,MGYP001080737757,MGYP001392373403,MGYP001224439110,MGYP001389780343,MGYP001346362583,MGYP001404854823,MGYP001502553638,MGYP001234424277,MGYP001263706336,MGYP000695567152,MGYP000149103212,MGYP000258209512,MGYP001035296349,MGYP001496635560,MGYP001372087536,['PF01636'],"['PF02844', 'PF01071', 'PF02843']","['PF02601', 'PF13742']",['PF09866'],['PF01551'],['PF03279'],['PF02606'],['PF04413'],['PF04028'],"['PF00664', 'PF00005']",['PF01040'],[],"['PF04452', 'PF20260']",['PF04107'],['PF00924'],['PF12146'],['PF14342'],['PF06945'],['PF01192'],"['PF02771', 'PF00441', 'PF02770']"
MGYP000573370589,MGYP000213612754,MGYP003286671803,MGYP003286671821,MGYP001455607162,MGYP003187835123,MGYP000660552113,MGYP003286671996,MGYP003203703388,MGYP001157656066,MGYP000596546953,MGYP001294450105,MGYP001175264585,MGYP001318826716,MGYP000421691352,MGYP000725729767,MGYP001295804286,MGYP000233376358,MGYP003286672285,MGYP003286672286,MGYP001372996355,['PF10979'],[],[],"['CL0023', 'PF06048', 'PF01807', 'PF06048', 'PF08706', 'PF13155', 'PF08706', 'PF08275']",[],[],['CL0123'],[],[],"['CL0061', 'PF01343']",[],[],['CL0291'],[],['CL0023'],[],[],[],[],[]
MGYP001350213598,MGYP001343444699,MGYP001233739398,MGYP001320419182,MGYP001217487292,MGYP001156540813,MGYP001367816799,MGYP001361045989,MGYP001408449162,MGYP001331253546,MGYP001346154327,MGYP001157895228,MGYP001306872307,MGYP002072241944,MGYP001370527510,,,,,,MGYP001373235440,['PF07228'],['PF13277'],['CL0202'],['PF01738'],"['PF00534', 'PF13439']","['PF06293', 'PF06293']",['PF08534'],"['PF11954', 'PF00144']","['PF00107', 'PF08240']","['PF00206', 'PF14698']",[],['PF00346'],['PF01257'],['PF13350'],['PF01512'],[],[],[],[],[]
,MGYP003132920272,MGYP001286070844,MGYP001283359180,MGYP001497312413,MGYP001164171548,MGYP001199384634,MGYP001231885721,MGYP001341595150,MGYP001350398925,MGYP001382220176,MGYP001164173279,MGYP001200065326,MGYP001361906957,MGYP001384256445,MGYP001409305786,MGYP001318568308,MGYP001227826761,MGYP001452640096,MGYP001254923549,MGYP001374095183,[],['PF01614'],['CL0167'],"['PF04542', 'PF04545']",[],['CL0268'],[],"['CL0144', 'CL0023', 'CL0219', 'CL0219', 'CL0219']","['CL0201', 'CL0201']",[],[],[],[],"['PF02861', 'PF05621', 'PF17871', 'PF07724', 'PF10431', 'PF02861']","['CL0021', 'PF07733', 'PF14579', 'PF17657']",['PF00929'],['PF00856'],[],[],['PF07394']
MGYP001254923549,MGYP001452640096,MGYP001227826761,MGYP001318568308,MGYP001409305786,MGYP001384256445,MGYP001361906957,MGYP001200065326,MGYP001164173279,MGYP001382220176,MGYP001350398925,MGYP001341595150,MGYP001231885721,MGYP001199384634,MGYP001164171548,MGYP001497312413,MGYP001283359180,MGYP001286070844,MGYP001412017727,MGYP001440459204,MGYP001374095183,['PF07394'],[],[],['PF00856'],['PF00929'],"['CL0021', 'PF07733', 'PF14579', 'PF17657']","['PF02861', 'PF05621', 'PF17871', 'PF07724', 'PF10431', 'PF02861']",[],[],[],[],"['CL0201', 'CL0201']","['CL0144', 'CL0023', 'CL0219', 'CL0219', 'CL0219']",[],['CL0268'],[],"['PF04542', 'PF04545']",['CL0167'],['CL0161'],['PF13202']
MGYP001234623735,MGYP001161488013,MGYP001330479122,MGYP001166904539,MGYP001263076739,MGYP001371410551,MGYP001485152994,MGYP001261723008,MGYP001242753771,MGYP001495986034,MGYP001283385497,MGYP001501397930,MGYP001437773839,MGYP001456426329,MGYP001241395168,MGYP001438820644,MGYP004340471381,MGYP001336201752,MGYP001413398104,MGYP001264435029,MGYP001374122492,[],[],[],"['CL0643', 'CL0643']",[],[],[],[],[],[],[],[],[],['PF00166'],[],[],[],[],[],[]
MGYP001230107786,MGYP001445446074,MGYP001388567427,MGYP001454923856,MGYP001162388938,MGYP001258559409,MGYP001282935006,MGYP001186767456,MGYP001247721052,MGYP001406172111,,,,,,,,,,,MGYP001375024420,[],"['CL0084', 'CL0029', 'CL0029', 'CL0084', 'PF20043']",['PF09834'],[],"['PF00271', 'PF04851']",['PF05721'],"['PF05721', 'PF13640']",['PF11056'],['PF06841'],[],[],[],[],[],[],[],[],[],[],[]
MGYP001292796919,MGYP001387376513,MGYP001387598683,MGYP001273838195,MGYP001984056167,MGYP001224852777,MGYP001502679523,MGYP001336131782,MGYP001475610199,MGYP004095543627,MGYP001409259851,MGYP001237262930,MGYP004095543941,MGYP001235908085,MGYP001238616941,MGYP001300920002,MGYP001204755627,MGYP001365919607,,,MGYP001375405827,"['PF05193', 'PF00675']",['PF04993'],"['PF00528', 'PF12911']","['PF19300', 'PF00528']",['PF00496'],[],[],['CL0268'],[],[],[],['PF12728'],[],['PF01713'],['CL0660'],['PF02660'],['CL0167'],"['CL0209', 'PF00355']",[],[]
MGYP001461459873,MGYP001256939057,MGYP001312495166,MGYP001185182699,MGYP001236654103,MGYP001261038378,MGYP000476816286,MGYP001278641262,MGYP001162161705,MGYP000864308235,MGYP001384270428,MGYP000630181480,MGYP001465524448,MGYP001233937891,MGYP001338233126,MGYP001392400059,MGYP001435739659,MGYP001491236910,MGYP001305724364,MGYP001315202805,MGYP001376145772,['PF00142'],"['PF04542', 'PF08281', 'PF04539']",[],"['PF05036', 'CL0023']",['PF01312'],['PF01311'],['PF01313'],['PF00813'],['PF04347'],['PF01052'],['PF02120'],['PF02050'],"['PF18269', 'PF02874', 'PF00006']",['PF02108'],"['PF01706', 'PF14842']","['PF08345', 'PF01514']",['PF02049'],"['CL0304', 'PF00158', 'PF02954', 'CL0304']","['PF14532', 'PF02954']",['PF08238']
MGYP001308548019,MGYP002881577784,MGYP001255740757,MGYP001435739659,MGYP001400641423,MGYP001338233126,MGYP001233937891,MGYP001465524448,MGYP000630181480,MGYP001384270428,MGYP000864308235,MGYP001162161705,MGYP001288237697,MGYP000476816286,MGYP001261038378,MGYP001236654103,MGYP001185182699,MGYP001196135006,MGYP001256939057,MGYP001461459873,MGYP001376145772,['PF08238'],"['PF14532', 'PF02954']","['CL0304', 'CL0304', 'PF00158', 'PF02954']",['PF02049'],"['PF01514', 'PF08345']","['PF01706', 'PF14842']",['PF02108'],"['PF18269', 'PF02874', 'PF00006']",['PF02050'],['PF02120'],['PF01052'],['PF04347'],['PF00813'],['PF01313'],['PF01311'],['PF01312'],"['PF05036', 'CL0023']",[],"['PF04542', 'PF08281', 'PF04539']",['PF00142']
,,,,,,,,,MGYP001293750960,MGYP001246188192,MGYP001968080405,MGYP001248894589,MGYP001297652146,MGYP001464222309,MGYP004039179419,MGYP001301716152,MGYP001359948120,MGYP001160857453,MGYP001358591531,MGYP001376200174,[],[],[],[],[],[],[],[],[],['CL0324'],[],['PF12836'],[],[],[],[],[],"['PF04012', 'PF04012']",[],[]
MGYP001266270393,MGYP001202603759,MGYP001351582487,MGYP001225628196,MGYP001417944250,MGYP001304179749,MGYP002072629880,MGYP002072629893,MGYP001203957705,MGYP001202604289,MGYP001495111814,MGYP002072630068,MGYP001305532777,MGYP001170100889,,,,,,,MGYP001378666132,"['PF13604', 'PF01443']",['PF12705'],['CL0023'],"['PF01612', 'PF00476']",['PF13148'],['CL0037'],[],['PF01510'],"['PF00145', 'PF13472', 'PF00145']",['PF17963'],[],['PF01464'],[],['PF14437'],[],[],[],[],[],[]
MGYP001273271510,MGYP001352273307,MGYP001192463055,MGYP001251700137,MGYP001434886851,MGYP001461774914,MGYP001187928994,MGYP001428956275,MGYP001220353252,MGYP001392907504,MGYP001484974739,MGYP001235605607,MGYP001298104336,MGYP001422339596,MGYP000350068313,MGYP003109254339,MGYP001228512797,MGYP003131559981,MGYP001320765684,MGYP003131559987,MGYP001380714802,[],[],"['PF01973', 'PF01973', 'PF01973']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PF01632'],[]
MGYP001371881211,MGYP001361045985,MGYP001167377148,MGYP001168732355,MGYP001451783852,MGYP001455845624,MGYP001486976423,MGYP001197174679,MGYP001178212433,MGYP001413865146,,,,,,,,,,,MGYP001381364889,"['PF03781', 'PF12867']",['PF04107'],"['PF14032', 'CL0545']","['PF07683', 'PF02492']",['PF00830'],['PF00471'],['PF00253'],['PF01084'],"['PF00199', 'PF06628']","['PF02733', 'PF02734']",[],[],[],[],[],[],[],[],[],[]
MGYP001371881211,MGYP001361045985,MGYP001167377148,MGYP001168732355,MGYP001451783852,MGYP001455845624,MGYP001486976423,MGYP001197174679,MGYP001178212433,MGYP001413865146,,,,,,,,,,,MGYP001381364889,"['PF03781', 'PF12867']",['PF04107'],"['PF14032', 'CL0545']","['PF07683', 'PF02492']",['PF00830'],['PF00471'],['PF00253'],['PF01084'],"['PF00199', 'PF06628']","['PF02733', 'PF02734']",[],[],[],[],[],[],[],[],[],[]
MGYP001370910897,MGYP001462997654,MGYP001281535382,MGYP001292368577,MGYP001467061003,MGYP001224647968,MGYP001175888588,MGYP001389879521,MGYP001228708795,MGYP001473827891,,,,,,,,,,,MGYP001381751712,"['CL0128', 'PF13203']",['PF02463'],['PF11360'],['PF00149'],[],['PF16243'],"['PF18766', 'PF00271']",['PF11056'],['PF06841'],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,MGYP001161129438,MGYP004168852237,MGYP001441480353,MGYP001362926922,MGYP001399417621,MGYP001399493167,MGYP001342615569,MGYP001304936953,MGYP001413285642,MGYP001415669508,MGYP001382135965,[],[],[],[],[],[],[],[],[],[],['PF20387'],['PF04248'],[],[],[],[],[],"['PF10282', 'PF10282']","['CL0159', 'PF12810']",[]
MGYP001438506702,MGYP001380272074,MGYP001299014172,MGYP001251614795,MGYP001466933846,MGYP001300368991,MGYP001258390599,MGYP001355896018,MGYP001502131511,MGYP001239418435,,,,,,,,,,,MGYP001383085562,[],"['CL0110', 'PF00535']",['PF04542'],[],[],[],[],[],"['CL0055', 'CL0055']",[],[],[],[],[],[],[],[],[],[],[]
MGYP000335290633,MGYP001492824042,MGYP001468460468,MGYP001486052848,MGYP001411593406,MGYP001175795378,MGYP001393750236,MGYP001292416191,MGYP001476580562,MGYP001378943953,MGYP001274667362,MGYP001238233068,MGYP001494035310,MGYP001239448203,MGYP001337104222,MGYP001399419543,MGYP001426512079,MGYP001431764974,MGYP001453426218,MGYP001353357117,MGYP001383146917,[],"['PF14362', 'PF14362']",[],['PF01165'],['PF16473'],['PF00478'],['PF00011'],['PF02617'],['PF01126'],[],['PF02954'],['PF10614'],['PF03783'],"['CL0268', 'CL0268']",['PF04773'],['PF07012'],['PF00482'],[],[],"['PF00211', 'PF05226']"
MGYP001492824042,MGYP001468460468,MGYP001486052848,MGYP001955083786,MGYP001175795378,MGYP001210404261,MGYP001393750236,MGYP001292416191,MGYP001476580562,MGYP001378943953,MGYP001274667362,MGYP001238233068,MGYP001494035310,MGYP001239448203,MGYP001337104222,MGYP001186769402,MGYP001426512079,MGYP004009515435,MGYP001453426218,MGYP001410260793,MGYP001383146917,"['PF14362', 'PF14362']",[],['PF01165'],['PF16473'],['PF00478'],[],['PF00011'],['PF02617'],['PF01126'],[],['PF02954'],['PF10614'],['PF03783'],"['CL0268', 'CL0268']",['PF04773'],['PF07012'],['PF00482'],[],[],"['PF00211', 'PF05226']"
MGYP001277773692,MGYP001453426218,MGYP004009515435,MGYP001426512079,MGYP001186769402,MGYP001337104222,MGYP001239448203,MGYP001494035310,MGYP001238233068,MGYP001274667362,MGYP001378943953,MGYP001476580562,MGYP001292416191,MGYP001393750236,MGYP001210404261,MGYP001175795378,MGYP001955083786,MGYP001486052848,MGYP001468460468,MGYP001425243597,MGYP001383146917,"['PF00795', 'PF05226']",[],[],['PF00482'],['PF07012'],['PF04773'],"['CL0268', 'CL0268']",['PF03783'],['PF10614'],['PF02954'],[],['PF01126'],['PF02617'],['PF00011'],[],['PF00478'],['PF16473'],['PF01165'],[],"['PF14362', 'PF14362']"
MGYP000335290633,MGYP001492824042,MGYP001468460468,MGYP001486052848,MGYP001411593406,MGYP001175795378,MGYP001393750236,MGYP001292416191,MGYP001476580562,MGYP001378943953,MGYP001274667362,MGYP001238233068,MGYP001494035310,MGYP001239448203,MGYP001337104222,MGYP001186769402,MGYP001358771293,MGYP001431764974,MGYP001453426218,MGYP001353357117,MGYP001383146917,[],"['PF14362', 'PF14362']",[],['PF01165'],['PF16473'],['PF00478'],['PF00011'],['PF02617'],['PF01126'],[],['PF02954'],['PF10614'],['PF03783'],"['CL0268', 'CL0268']",['PF04773'],['PF07012'],['PF00482'],[],[],"['PF00211', 'PF05226']"
MGYP000335290633,MGYP001492824042,MGYP001468460468,MGYP001486052848,MGYP001411593406,MGYP001175795378,MGYP001393750236,MGYP001292416191,MGYP001476580562,MGYP001378943953,MGYP001274667362,MGYP001238233068,MGYP001494035310,MGYP001239448203,MGYP001337104222,MGYP001399419543,MGYP001419736662,MGYP001431764974,MGYP001453426218,MGYP001353357117,MGYP001383146917,[],"['PF14362', 'PF14362']",[],['PF01165'],['PF16473'],['PF00478'],['PF00011'],['PF02617'],['PF01126'],[],['PF02954'],['PF10614'],['PF03783'],"['CL0268', 'CL0268']",['PF04773'],['PF07012'],['PF00482'],[],[],"['PF00211', 'PF05226']"
MGYP000523198725,MGYP001222535928,MGYP003109245288,MGYP001475227821,MGYP001463069789,MGYP000352987197,MGYP000234228077,MGYP000072051872,MGYP000150033996,MGYP001310016821,MGYP001347938503,MGYP003109246237,MGYP000228330888,MGYP001438680241,MGYP001303243798,MGYP001421068564,MGYP001310015968,MGYP001310015985,MGYP001257205145,MGYP001417008549,MGYP001383147830,[],[],[],[],[],['CL0167'],['PF01632'],[],[],"['CL0236', 'PF01973', 'CL0236']",[],[],[],[],[],[],[],"['CL0268', 'CL0268']",[],[]
MGYP001417008549,MGYP001257205145,MGYP001310015985,MGYP001310015968,MGYP001287015355,MGYP001303243798,MGYP001438680241,MGYP000228330888,MGYP001333043678,MGYP001347938503,MGYP001310016821,MGYP000150033996,MGYP000072051872,MGYP000030763560,MGYP000352987197,MGYP001463069789,MGYP001475227821,MGYP001198976982,MGYP000602828517,MGYP001176457041,MGYP001383147830,[],[],"['CL0268', 'CL0268']",[],[],[],[],[],[],[],"['CL0236', 'PF01973', 'CL0236']",[],[],['PF01632'],['CL0167'],[],[],[],[],[]
MGYP001417008549,MGYP001257205145,MGYP001467703707,MGYP001310015968,MGYP001421068564,MGYP003120645077,MGYP001438680241,MGYP000228330888,MGYP001333043678,MGYP001347938503,MGYP003120645524,,,,,,,,,,MGYP001383147830,[],[],"['CL0268', 'CL0268']",[],[],[],[],[],[],[],"['PF01973', 'CL0110']",[],[],[],[],[],[],[],[],[]
,,,MGYP001475227821,MGYP001417025678,MGYP000352987197,MGYP000030763560,MGYP000072051872,MGYP000150033996,MGYP001310016821,MGYP001347938503,MGYP001398070469,MGYP000228330888,MGYP001438680241,MGYP003120645077,MGYP001287015355,MGYP001310015968,MGYP001310015985,MGYP001257205145,MGYP001417008549,MGYP001383147830,[],[],[],[],[],['CL0167'],['PF01632'],[],[],"['CL0236', 'PF01973', 'CL0236']",[],[],[],[],[],[],[],"['CL0268', 'CL0268']",[],[]
MGYP001417008549,MGYP001257205145,MGYP001188471972,MGYP001310015968,MGYP001421068564,MGYP001303243798,MGYP001438680241,MGYP000228330888,MGYP001333043678,MGYP001347938503,MGYP001310016821,MGYP000150033996,MGYP000072051872,MGYP000234228077,MGYP000352987197,MGYP001463069789,MGYP003131581777,,,,MGYP001383147830,[],[],"['CL0268', 'CL0268']",[],[],[],[],[],[],[],"['CL0236', 'PF01973', 'CL0236']",[],[],['PF01632'],['CL0167'],[],[],[],[],[]
MGYP001417008549,MGYP001257205145,MGYP001310015985,MGYP001310015968,MGYP001421068564,MGYP001303243798,MGYP001438680241,MGYP000228330888,MGYP001445558055,MGYP001347938503,MGYP001310016821,MGYP000150033996,MGYP000072051872,MGYP000234228077,MGYP000352987197,MGYP001463069789,MGYP001475227821,MGYP001349404464,MGYP001473876801,MGYP000523198725,MGYP001383147830,[],[],"['CL0268', 'CL0268']",[],[],[],[],[],[],[],"['CL0236', 'PF01973', 'CL0236']",[],[],['PF01632'],['CL0167'],[],[],[],[],[]
MGYP001417008549,MGYP001257205145,MGYP001381990969,MGYP001310015968,MGYP001421068564,MGYP001384700237,MGYP001438680241,MGYP000228330888,MGYP001445558055,MGYP001347938503,MGYP001181495153,MGYP000150033996,MGYP000072051872,MGYP000030763560,MGYP000352987197,MGYP001463069789,MGYP000452430042,MGYP001472716482,,,MGYP001383147830,[],[],"['CL0268', 'CL0268']",[],[],[],[],[],[],[],"['CL0236', 'CL0236', 'PF01973']",[],[],['PF01632'],['CL0167'],[],[],[],[],[]
MGYP000523198725,MGYP001253161684,MGYP001198976982,MGYP001475227821,MGYP001417025678,MGYP000352987197,MGYP000234228077,MGYP000072051872,MGYP000150033996,MGYP001310016821,MGYP001347938503,MGYP001320874967,MGYP000228330888,MGYP001438680241,MGYP001379105368,MGYP001287015355,MGYP001310015968,MGYP001262649009,MGYP001257205145,MGYP001417008549,MGYP001383147830,[],[],[],[],[],['CL0167'],['PF01632'],[],[],"['CL0236', 'PF01973', 'CL0236']",[],[],[],[],[],[],[],"['CL0268', 'CL0268']",[],[]
,,,,,,,,,MGYP001196241877,MGYP001333034298,MGYP001182695806,MGYP001337094249,MGYP001169530381,MGYP001227765674,MGYP001414286801,MGYP001289699084,MGYP001335606686,MGYP001446792674,MGYP001358761136,MGYP001384493830,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PF04055'],[],[],"['PF04055', 'CL0344', 'PF13186']","['PF04055', 'CL0344', 'CL0344', 'PF13186']"
,,,,,,MGYP001360367083,MGYP001264220508,MGYP001491710347,MGYP001453717670,MGYP001491617416,MGYP001294010432,MGYP001245249225,MGYP004115422397,MGYP001253290041,MGYP001266838133,MGYP001425376252,MGYP001247960143,MGYP001310257472,MGYP001341409278,MGYP001386097934,[],[],[],[],[],[],[],"['CL0202', 'PF00669', 'CL0202']",[],[],[],[],[],[],[],[],[],['CL0039'],[],[]
MGYP001337492640,MGYP001462078163,MGYP001211536309,MGYP001497269822,MGYP001299569809,MGYP001326653876,MGYP001273838315,MGYP003111200696,MGYP001426872926,MGYP001203093725,MGYP001340201195,MGYP001409267661,MGYP001498314495,MGYP001169553519,MGYP001168198943,,,,,,MGYP001386245224,"['PF12705', 'CL0016']",[],[],['CL0126'],[],"['PF13638', 'PF02562']",['PF00089'],[],[],['PF02954'],[],['CL0039'],[],"['CL0159', 'PF00404', 'PF13385', 'CL0004']","['PF13385', 'PF00404']",[],[],[],[],[]
MGYP001374907327,MGYP003132615528,MGYP003142659986,MGYP003142659998,MGYP003142660011,MGYP003108891112,MGYP001394272698,MGYP001255734810,MGYP001288232077,MGYP001260209391,MGYP003132615781,,,,,,,,,,MGYP001387098497,[],[],[],[],[],[],['PF02675'],['CL0167'],[],['PF01973'],['CL0336'],[],[],[],[],[],[],[],[],[]
MGYP001179917001,MGYP000648253938,MGYP003122831730,MGYP000267865032,MGYP000029180361,MGYP003122831864,MGYP001453487254,MGYP000323888919,MGYP003122832069,MGYP000541289547,MGYP001248993678,MGYP001412864024,MGYP003122832141,MGYP000474275275,MGYP000093883865,MGYP001234088553,MGYP000211827396,MGYP003122832292,MGYP001194818373,MGYP001338378463,MGYP001387135843,[],[],[],"['PF19846', 'PF01632']",[],['PF08789'],[],[],['CL0643'],[],[],[],[],['PF00166'],[],[],[],[],[],[]
MGYP001338378463,MGYP001194818373,MGYP003147071930,MGYP000211827396,MGYP001234088553,MGYP000093883865,MGYP003116576261,MGYP003147072150,MGYP003114848305,MGYP001248993678,MGYP000541289547,MGYP003122832069,MGYP000323888919,MGYP001453487254,MGYP003122831864,MGYP000029180361,MGYP000267865032,MGYP003147072419,MGYP000648253938,MGYP001179917001,MGYP001387135843,[],[],[],[],[],[],['PF00166'],[],[],[],[],['CL0643'],[],[],['PF08789'],[],"['PF19846', 'PF01632']",[],[],[]
MGYP001386782473,MGYP001423345344,MGYP001212071297,MGYP001243221759,MGYP001336673598,MGYP001416573906,MGYP001240509337,MGYP001486975531,MGYP001252707741,MGYP001366461573,MGYP001477504228,MGYP001268963908,MGYP001285210421,MGYP001371881316,MGYP001236448243,MGYP001462614717,MGYP001289273420,MGYP001258129159,MGYP001485620127,MGYP001377298900,MGYP001388136034,[],['PF05368'],"['PF13522', 'PF00156']",['PF01243'],['PF02517'],"['PF10081', 'PF15420']","['PF18072', 'PF00586', 'PF00586', 'PF02769', 'PF02769']",['PF18029'],['PF02127'],['PF04261'],"['PF10824', 'PF10824']",['PF13507'],['PF02700'],['PF13483'],['PF00890'],['PF10096'],['PF00255'],"['PF13305', 'PF00440']",['PF13564'],"['PF00326', 'PF02897']"
MGYP001386782473,MGYP001423345344,MGYP001212071297,MGYP001243221759,MGYP001336673598,MGYP001416573906,MGYP001240509337,MGYP001486975531,MGYP001252707741,MGYP001366461573,MGYP001477504228,MGYP001268963908,MGYP001285210421,MGYP001371881316,MGYP001190402473,MGYP001462614717,MGYP001289273420,MGYP001258129159,MGYP001485620127,MGYP001377298900,MGYP001388136034,[],['PF05368'],"['PF13522', 'PF00156']",['PF01243'],['PF02517'],"['PF10081', 'PF15420']","['PF18072', 'PF00586', 'PF00586', 'PF02769', 'PF02769']",['PF18029'],['PF02127'],['PF04261'],"['PF10824', 'PF10824']",['PF13507'],['PF02700'],['PF13483'],['PF00890'],['PF10096'],['PF00255'],"['PF13305', 'PF00440']",['PF13564'],"['PF00326', 'PF02897']"
,,,,,,,,,,MGYP000686230235,MGYP000143657615,MGYP000016854217,MGYP000285200004,MGYP000149548962,MGYP000252757813,MGYP000662639645,MGYP000718662440,MGYP000647895227,MGYP000199673211,MGYP001388368279,[],[],[],[],[],[],[],[],[],[],[],['PF11056'],"['PF00271', 'PF18766']","['CL0350', 'PF16243']",[],[],[],[],['PF12850'],['PF11360']
,,,,,,,,MGYP001320971188,MGYP001392747564,MGYP001476700041,MGYP001184178474,MGYP001223251838,MGYP001369721307,MGYP001307425715,MGYP001239706103,MGYP001171786972,MGYP001501064556,MGYP001462833455,MGYP001212620579,MGYP001390038349,[],[],[],[],[],[],[],[],[],[],[],['CL0569'],['PF11056'],"['PF00271', 'PF18766']",[],[],[],"['PF12850', 'PF00149']",['PF11360'],['PF02463']
MGYP001305747909,MGYP001244907480,MGYP001411461162,MGYP000182345313,MGYP000326838672,MGYP001282733509,MGYP001281379783,MGYP001452013626,MGYP000689537325,MGYP000662998838,MGYP001181149019,MGYP001170315113,MGYP001242097420,MGYP001201466525,MGYP001277315490,MGYP001269190128,MGYP001266487752,MGYP001309809100,MGYP001266476033,MGYP001391071176,MGYP001392425131,[],[],[],[],[],['CL0167'],['CL0643'],[],[],[],[],[],[],[],[],[],[],['PF01632'],[],[]
MGYP000441475120,MGYP001266476033,MGYP001309809100,MGYP001266487752,MGYP001269190128,MGYP001277315490,MGYP001201466525,MGYP001242097420,MGYP001170315113,MGYP001181149019,MGYP001212951152,,,,,,,,,,MGYP001392425131,[],[],['PF01632'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MGYP001391071176,MGYP001266476033,MGYP001309809100,MGYP001266487752,MGYP001269190128,MGYP001277315490,MGYP001201466525,MGYP001242097420,MGYP001170315113,MGYP001181149019,MGYP000662998838,MGYP000689537325,MGYP001452013626,MGYP001281379783,MGYP001282733509,MGYP000326838672,MGYP000182345313,MGYP000188240117,MGYP001244907480,MGYP001305747909,MGYP001392425131,[],[],['PF01632'],[],[],[],[],[],[],[],[],[],[],['CL0643'],['CL0167'],[],[],[],[],[]
